ano,id_municipio,conta,valor,perc
2022,2608800,Saúde,30186525.12,19.77415215236602
2022,2608503,Saúde,20186218.08,25.303416763288705
2022,2615409,Saúde,31221235.01,21.649272059149354
2022,2611507,Saúde,17987656.86,23.10717648799725
2022,2607950,Saúde,15952324.08,26.94248041879956
2022,2616308,Saúde,24959870.14,22.699392263253475
2022,2614204,Saúde,31303632.08,23.738691318530737
2022,2601508,Saúde,12585923.37,27.792057767201495
2022,2604106,Saúde,249162529.01,21.263389876423886
2022,2603702,Saúde,22768318.89,23.956409528174223
2022,2601706,Saúde,46619129.01,19.795196199875807
2022,2600609,Saúde,15625855.39,25.461845803895194
2022,2601300,Saúde,15782588.33,29.911608338436714
2022,2616001,Saúde,24172580.84,33.652651735415716
2022,2613206,Saúde,20412936.43,22.91728901727548
2022,2604601,Saúde,19455190.31,21.52866365742234
2022,2601102,Saúde,50385404.09,20.022292760789313
2022,2606002,Saúde,80069710.97,20.234775586577435
2022,2608750,Saúde,23099502.3,23.28342387674501
2022,2601201,Saúde,48895351.86,21.499416008083923
2022,2607406,Saúde,8395030.93,22.411024421696403
2022,2601805,Saúde,12241791.48,23.110293085513657
2022,2604908,Saúde,14130987.02,22.990947525983753
2022,2605103,Saúde,32867322.94,17.37777503712121
2022,2607901,Saúde,351669027.31,20.811214046841002
2022,2614808,Saúde,24699042.96,27.16322038725339
2022,2610202,Saúde,22460569,18.559552362473642
2022,2602902,Saúde,217209604.4,19.896875112554987
2022,2616506,Saúde,14322084.34,22.742111464867705
2022,2609709,Saúde,22842182.27,24.270196573864293
2022,2616407,Saúde,88119930.79,20.878121773644555
2022,2609600,Saúde,171531277.62,19.767769682933224
2022,2614857,Saúde,27960611.87,25.534193801631766
2022,2606101,Saúde,30222059.98,27.27456307717849
2022,2615904,Saúde,9916334.02,25.277350631593258
2022,2610707,Saúde,134310639.18,19.18580358570505
2022,2602803,Saúde,30745759.41,19.384128881996315
2022,2604700,Saúde,17801022.93,25.87472945660255
2022,2602100,Saúde,35538734.53,25.053685184409158
2022,2614501,Saúde,61958901.08,34.64173384059342
2022,2602506,Saúde,10284294.2,23.55915411548795
2022,2609154,Saúde,19464418.3,26.149238375566707
2022,2606309,Saúde,8171510.06,20.55150795399243
2022,2608701,Saúde,13309374.78,24.047397116007907
2022,2610608,Saúde,48055486.44,24.048367168221315
2022,2602308,Saúde,21437038.84,17.896848468757067
2022,2612901,Saúde,12167117.34,24.218682492404767
2022,2612505,Saúde,63100368.9,23.17435481991124
2022,2602001,Saúde,22124494.76,17.326214237566553
2022,2614303,Saúde,12159721.71,22.242270712324313
2022,2615300,Saúde,53550847.59,25.712828742079346
2022,2604205,Saúde,28249703.89,24.802143052853822
2022,2605202,Saúde,38637686.12,23.279300101880796
2022,2605004,Saúde,19373149.66,21.882164751455466
2022,2608008,Saúde,22949026.67,31.35840627154104
2022,2606705,Saúde,9385599.61,24.20340149862493
2022,2613107,Saúde,24381891.21,22.473082255506053
2022,2603504,Saúde,17349430.06,26.575710641970353
2022,2614709,Saúde,11663986.77,26.793664841730408
2022,2610004,Saúde,51375365.81,25.92840357802377
2022,2611200,Saúde,14360309.17,29.473803261862656
2022,2605707,Saúde,37458354.09,26.00169486313503
2022,2611804,Saúde,25154597.85,20.508961986096054
2022,2606606,Saúde,23266594.83,23.974811174037754
2022,2609808,Saúde,18025684.55,29.254663524742835
2022,2600203,Saúde,21612257.6,27.216024617389174
2022,2609303,Saúde,13730268.47,21.677029130454592
2022,2603108,Saúde,16421815.31,23.916716891633076
2022,2601409,Saúde,45501922.55,29.742340505406396
2022,2613404,Saúde,18002243.62,20.291368956117992
2022,2600054,Saúde,41788411.84,21.014025590781436
2022,2612208,Saúde,45452681.72,22.818299514069107
2022,2604809,Saúde,17680669.6,28.1789208600834
2022,2600401,Saúde,28158073.42,26.121574986143575
2022,2602605,Saúde,41469467.67,25.84164398055942
2022,2606804,Saúde,74361068.55,20.16630486591026
2022,2612471,Saúde,10341444.59,21.311718416785098
2022,2614105,Saúde,29953266.88,25.12984667285632
2022,2607752,Saúde,31708838.94,20.167499904894452
2022,2609501,Saúde,20017543.72,21.120253401279793
2022,2615805,Saúde,21885483.14,23.304263283676082
2022,2607653,Saúde,24836782.78,23.8485041680718
2022,2602704,Saúde,12970291.7,25.779936903904428
